Pays,Nom,Ville / region,Type_fichier,Genres/Categorie,Contact,Telephone,Source URL,Styles_Nyllo,Segment_booking,Niveau_ciblage,Raison_ciblage,Action_recommandee,Statut,Notes
Pays-Bas,de Doelen - Mirella Boumans,Rotterdam,5 Contacts nominatifs,Contact nominatif / venue programming cultural rental,m.boumans@dedoelen.nl,a completer,https://www.worldmusicforum.nl/wp-content/uploads/2019/10/Dutch-World-Directory_2020_DEF.pdf,world-music,contact nominatif world venue,A prioritaire,Etape 5: enrichissement ciblage Pays-Bas pour Nyllo,Envoyer proposition world/percussions hybride.,a contacter,Contact cite dans Dutch World Directory.
Pays-Bas,Club Noir Amsterdam,Amsterdam,6 WhatsApp telephone,Club Afrobeats / Amapiano,info@clubnoir-amsterdam.nl,WhatsApp +31 6 16705072,https://www.clubnoir-amsterdam.nl/,afro-house | house-music,telephone/whatsapp prioritaire,A prioritaire,Etape 6: enrichissement ciblage Pays-Bas pour Nyllo,Appeler/WhatsApp puis envoyer EPK par mail.,a contacter,Contact deja dans fichier after-party; ressorti pour action rapide.
Pays-Bas,Escape Amsterdam VIP/events,Amsterdam,6 WhatsApp telephone,Discotheque / VIP tables / events,events@escape.nl / contact@escape.nl,WhatsApp +31 6 39228876 / +31 30 2311577,https://escape.nl/en/info/events/,house-music | afro-house,telephone/whatsapp prioritaire,A prioritaire,Etape 6: enrichissement ciblage Pays-Bas pour Nyllo,WhatsApp VIP pour obtenir contact programmation/events.,a contacter,"Ouvert tard, gros potentiel after-party."
Pays-Bas,Supperclub Amsterdam,Amsterdam,6 WhatsApp telephone,Club / private events,sales@supper.nl / info@supper.nl,+31 6 28725217 / +31 20 2050 221,https://supper.nl/private-events/,house-music | afro-house,telephone/whatsapp prioritaire,A prioritaire,Etape 6: enrichissement ciblage Pays-Bas pour Nyllo,WhatsApp pour obtenir email booking direct.,verifie email,Mail direct non trouve. | Enrichi 13/08/2026 : Email sales officiel private events + WhatsApp/telephone.
Pays-Bas,Rotterdam Carnival Events,Rotterdam,6 WhatsApp telephone,Carnival / Caribbean / city event,info@rotterdamcarnivalevents.com,WhatsApp +31 6 45109000,https://www.rotterdamcarnivalevents.com/,world-music | bresil | percussions,telephone/whatsapp prioritaire,A prioritaire,Etape 6: enrichissement ciblage Pays-Bas pour Nyllo,WhatsApp + mail pour proposition percussion/afro-world.,a contacter,"Très fort pour rythmes, carnaval, diaspora."
Pays-Bas,Perron Rotterdam,Rotterdam,6 WhatsApp telephone,Club / nightlife,bookings@perron.nl / verhuur@perron.nl / info@perron.nl,+31 10 413 6742 / +31 6 38239153,https://perron.nl/faq/,house-music,telephone a verifier,C hors cible / faible,Etape 6: enrichissement ciblage Pays-Bas pour Nyllo,Verifier statut avant contact car fermeture annoncee en 2026.,verifie email,"A ne pas prioriser sans verifier ouverture. | Enrichi 13/08/2026 : FAQ officielle : bookings artiste, verhuur location, info general."
Pays-Bas,Podium De Flux,Zaandam,6 WhatsApp telephone,Poppodium / culture / club events,info@podiumdeflux.nl,+31 6 11326991 / WhatsApp +31 6 31209407,https://www.podiumdeflux.nl/contact/,world-music | house-music,telephone/whatsapp prioritaire,B compatible,Etape 6: enrichissement ciblage Pays-Bas pour Nyllo,WhatsApp utile pour obtenir programmateur.,a contacter,Contact direct avec WhatsApp public.
Pays-Bas,P60 Amstelveen,Amstelveen,7 Villes secondaires,Poppodium / culture / club nights,info@p60.nl / helma@p60.nl,+31 20 3453445,https://p60.nl/contact/,world-music | house-music,ville secondaire / poppodium,B compatible,Etape 7: enrichissement ciblage Pays-Bas pour Nyllo,Demander programmation club/world ou Stadsplein Festival.,verifie email,P60: 200 concerts/club events/workshops; 600 capacity. | Enrichi 13/08/2026 : Emails officiels P60.
Pays-Bas,Podium De Flux Zaandam,Zaandam,7 Villes secondaires,Poppodium / local talent / club events,info@podiumdeflux.nl,+31 6 11326991 / WhatsApp +31 6 31209407,https://www.podiumdeflux.nl/contact/,world-music | house-music,ville secondaire / poppodium,B compatible,Etape 7: enrichissement ciblage Pays-Bas pour Nyllo,Contacter pour reggae/world/club event.,a contacter,Ville secondaire prioritaire proche Amsterdam.
Pays-Bas,De Vorstin,Hilversum,7 Villes secondaires,Poppodium / club nights / soul funk,info@vorstin.nl,+31 35 621 5841,https://vorstin.nl/over-ons/contact/,world-music | house-music,ville secondaire / poppodium,B compatible,Etape 7: enrichissement ciblage Pays-Bas pour Nyllo,Demander programmateur soul/funk/world/club night.,verifie email,Poppodium media city; clubnachten/evenementen. | Enrichi 13/08/2026 : Email et telephone officiels.
Pays-Bas,Bibelot Dordrecht,Dordrecht,7 Villes secondaires,Poppodium / concert / club nights,info@bibelot.net,+31 78 6133482,https://www.setlist.fm/venue/bibelot-dordrecht-netherlands-53d63fd1.html,world-music | house-music,ville secondaire / poppodium,B compatible,Etape 7: enrichissement ciblage Pays-Bas pour Nyllo,Proposer showcase ou club night world/house.,a contacter,Deux salles + cafe Brandstof live music.
Pays-Bas,Metropool Enschede,Enschede,7 Villes secondaires,Poppodium / club nights,info@metropool.nl / kassa@metropool.nl,+31 74 2438000,https://www.visit-enschede.com/locations/metropool-enschede,world-music | house-music,ville secondaire / poppodium,B compatible,Etape 7: enrichissement ciblage Pays-Bas pour Nyllo,Demander bon programmateur ou club nights.,a contacter,"Concerts, performances, club nights, musique cafe."
Pays-Bas,Neushoorn,Leeuwarden,7 Villes secondaires,Poppodium / pop culture / dance film,events@neushoorn.nl / info@neushoorn.nl,+31 58 303 0730,https://www.neushoorn.nl/contact,world-music | house-music,ville secondaire / poppodium,B compatible,Etape 7: enrichissement ciblage Pays-Bas pour Nyllo,Demander programmation world/electro ou cafe event.,verifie email,"Deux salles, cafe, production culturelle. | Enrichi 13/08/2026 : Email events officiel."
Pays-Bas,Willem Twee Poppodium,Den Bosch,7 Villes secondaires,Poppodium / studios / electronic sounds,programmering@willem-twee.nl / info@willem-twee.nl,+31 73 612 3422,https://www.willem-twee.nl/contact,world-music | house-music,ville secondaire / poppodium,B compatible,Etape 7: enrichissement ciblage Pays-Bas pour Nyllo,Demander programmateur pop/electro/world.,verifie email,Poppodium + studios electroniques. | Enrichi 13/08/2026 : Email programmeurs officiel.
Pays-Bas,Stichting Goudse Kamermuziek Concerten,Gouda,7 Villes secondaires,Concerts / culture Gouda,info@goudsekamermuziekconcerten.nl,a completer,https://welkomingouda.nl/en/locaties/stichting-goudse-kamermuziek-concerten,world-music,ville secondaire / concert culturel,C hors cible / faible,Etape 7: enrichissement ciblage Pays-Bas pour Nyllo,Garder pour proposition acoustique/percussions/world douce.,a contacter,Moins club mais contact culturel direct a Gouda.
